ensembl_id,ncbigene_id
ENSORLG00000004961,101161916
ENSORLG00000004962,101172343
ENSORLG00000004964,101157881
ENSORLG00000004965,101170837
ENSORLG00000004966,101161864
ENSORLG00000004967,101155535
ENSORLG00000004968,101162660
ENSORLG00000004970,101173692
ENSORLG00000004971,101168626
ENSORLG00000004973,100301625
ENSORLG00000004974,101168635
ENSORLG00000004975,101159025
ENSORLG00000004978,101168323
ENSORLG00000004979,101158380
ENSORLG00000004980,101164263
ENSORLG00000004981,101160743
ENSORLG00000004982,101165083
ENSORLG00000004983,101173926
ENSORLG00000004984,101173290
ENSORLG00000004985,101170521
ENSORLG00000004989,101159500
ENSORLG00000004990,100049294
ENSORLG00000004991,101164516
ENSORLG00000004992,101173046
ENSORLG00000004994,101159851
ENSORLG00000004995,101157093
ENSORLG00000004999,101174817
ENSORLG00000005002,101159814
ENSORLG00000005005,101159275
ENSORLG00000005007,101165330
ENSORLG00000005008,101157058
ENSORLG00000005009,101162153
ENSORLG00000005010,101162875
ENSORLG00000005012,101169376
ENSORLG00000005014,101160163
ENSORLG00000005015,101174332
ENSORLG00000005016,101158227
ENSORLG00000005018,101172165
ENSORLG00000005019,101173729
ENSORLG00000005020,101168872
ENSORLG00000005021,101160675
ENSORLG00000005022,101165719
ENSORLG00000005024,101158630
ENSORLG00000005025,101172830
ENSORLG00000005026,101162104
ENSORLG00000005027,101172413
ENSORLG00000005028,101156505
ENSORLG00000005029,105356912
ENSORLG00000005031,101169794
ENSORLG00000005032,101166211
ENSORLG00000005033,101156747
ENSORLG00000005034,101161418
ENSORLG00000005035,101171327
ENSORLG00000005036,101174413
ENSORLG00000005037,101161653
ENSORLG00000005038,101174007
ENSORLG00000005039,101165827
ENSORLG00000005040,101172801
ENSORLG00000005041,101168655
ENSORLG00000005042,101160099
ENSORLG00000005043,101162380
ENSORLG00000005044,100049306
ENSORLG00000005047,101174122
ENSORLG00000005048,100049383
ENSORLG00000005049,101162392
ENSORLG00000005050,101162614
ENSORLG00000005051,100125463
ENSORLG00000005052,101171815
ENSORLG00000005053,101157329
ENSORLG00000005054,101167138
ENSORLG00000005055,101166707
ENSORLG00000005056,101171573
ENSORLG00000005059,101160421
ENSORLG00000005060,101159532
ENSORLG00000005061,101166069
ENSORLG00000005063,101171562
ENSORLG00000005065,101174367
ENSORLG00000005066,101160925
ENSORLG00000005067,101163014
ENSORLG00000005068,101166952
ENSORLG00000005070,101172659
ENSORLG00000005071,101163924
ENSORLG00000005072,101157573
ENSORLG00000005073,101157707
ENSORLG00000005074,101174251
ENSORLG00000005076,101171009
ENSORLG00000005077,101172904
ENSORLG00000005078,101160409
ENSORLG00000005080,101160347
ENSORLG00000005081,101163351
ENSORLG00000005083,101160668
ENSORLG00000005084,101167194
ENSORLG00000005085,101158881
ENSORLG00000005086,101155788
ENSORLG00000005087,101171252
ENSORLG00000005088,101168431
ENSORLG00000005089,101160587
ENSORLG00000005090,101169067
ENSORLG00000005091,101166321
ENSORLG00000005092,101168996
ENSORLG00000005093,101156270
ENSORLG00000005094,101157539
ENSORLG00000005095,101161174
ENSORLG00000005096,101162901
ENSORLG00000005097,101169317
ENSORLG00000005098,101173317
ENSORLG00000005099,101174655
ENSORLG00000005100,101170283
ENSORLG00000005102,100682394
ENSORLG00000005103,101156758
ENSORLG00000005104,101173148
ENSORLG00000005105,101164178
ENSORLG00000005106,101159740
ENSORLG00000005107,101173559
ENSORLG00000005108,101170942
ENSORLG00000005110,101163599
ENSORLG00000005111,101169366
ENSORLG00000005113,101171347
ENSORLG00000005114,101168677
ENSORLG00000005115,101167385
ENSORLG00000005116,101173632
ENSORLG00000005117,101172813
ENSORLG00000005118,101160311
ENSORLG00000005119,101174612
ENSORLG00000005120,101159130
ENSORLG00000005121,101161190
ENSORLG00000005123,101167440
ENSORLG00000005124,101168900
ENSORLG00000005125,101173798
ENSORLG00000005126,101171496
ENSORLG00000005127,101167636
ENSORLG00000005129,101160918
ENSORLG00000005130,101173057
ENSORLG00000005131,101174034
ENSORLG00000005132,101169565
ENSORLG00000005134,101159378
ENSORLG00000005135,101163363
ENSORLG00000005137,101157778
ENSORLG00000005139,101161424
ENSORLG00000005140,101169613
ENSORLG00000005142,101156997
ENSORLG00000005143,101163387
ENSORLG00000005144,101160549
ENSORLG00000005145,101171825
ENSORLG00000005146,101169496
ENSORLG00000005147,101163841
ENSORLG00000005148,101160906
ENSORLG00000005149,100049488
ENSORLG00000005150,101162396
ENSORLG00000005151,101168920
ENSORLG00000005152,101174902
ENSORLG00000005153,101163615
ENSORLG00000005154,101161154
ENSORLG00000005155,101159987
ENSORLG00000005156,101174648
ENSORLG00000005157,101162949
ENSORLG00000005159,101167886
ENSORLG00000005161,101169861
ENSORLG00000005162,101157952
ENSORLG00000005163,101163854
ENSORLG00000005165,101157979
ENSORLG00000005166,101168447
ENSORLG00000005167,101173866
ENSORLG00000005168,101158026
ENSORLG00000005169,101168137
ENSORLG00000005170,101162868
ENSORLG00000005171,101162582
ENSORLG00000005172,101163636
ENSORLG00000005173,101161403
ENSORLG00000005174,105355464
ENSORLG00000005175,101171749
ENSORLG00000005176,101160803
ENSORLG00000005177,101163258
ENSORLG00000005178,101174896
ENSORLG00000005180,101174851
ENSORLG00000005181,101172074
ENSORLG00000005182,101171596
ENSORLG00000005183,100049398
ENSORLG00000005184,101163108
ENSORLG00000005185,101169147
ENSORLG00000005186,101174276
ENSORLG00000005187,101164086
ENSORLG00000005188,101173545
ENSORLG00000005189,101174104
ENSORLG00000005190,101159773
ENSORLG00000005192,101167309
ENSORLG00000005193,101169744
ENSORLG00000005194,101163845
ENSORLG00000005195,101161549
ENSORLG00000005197,101164090
ENSORLG00000005198,101158208
ENSORLG00000005199,101171996
ENSORLG00000005200,101164102
ENSORLG00000005201,101162819
ENSORLG00000005202,101162039
ENSORLG00000005205,101167559
ENSORLG00000005206,101175635
ENSORLG00000005207,101174515
ENSORLG00000005208,101167812
ENSORLG00000005209,101161795
ENSORLG00000005210,101174505
ENSORLG00000005212,101173937
ENSORLG00000005213,101164029
ENSORLG00000005215,101162038
ENSORLG00000005216,101168062
ENSORLG00000005217,101160233
ENSORLG00000005221,101164337
ENSORLG00000005223,101169815
ENSORLG00000005224,101162281
ENSORLG00000005225,101175299
ENSORLG00000005226,101162519
ENSORLG00000005227,101172248
ENSORLG00000005229,101161440
ENSORLG00000005232,101175546
ENSORLG00000005234,101161659
ENSORLG00000005236,101164350
ENSORLG00000005237,101164164
ENSORLG00000005238,101174185
ENSORLG00000005239,101164585
ENSORLG00000005241,101174523
ENSORLG00000005242,101168638
ENSORLG00000005244,100049506
ENSORLG00000005246,101164834
ENSORLG00000005247,101164598
ENSORLG00000005249,101160021
ENSORLG00000005250,101163063
ENSORLG00000005251,101165091
ENSORLG00000005253,101161565
ENSORLG00000005254,101154847
ENSORLG00000005255,101163464
ENSORLG00000005257,101164280
ENSORLG00000005259,101161637
ENSORLG00000005261,101164411
ENSORLG00000005262,101163307
ENSORLG00000005263,101164848
ENSORLG00000005264,101161907
ENSORLG00000005265,101170055
ENSORLG00000005266,101165515
ENSORLG00000005267,101175238
ENSORLG00000005268,101160477
ENSORLG00000005270,101165338
ENSORLG00000005272,101155092
ENSORLG00000005276,101162055
ENSORLG00000005277,101174424
ENSORLG00000005279,101164837
ENSORLG00000005281,101165104
ENSORLG00000005283,101159018
ENSORLG00000005285,101163555
ENSORLG00000005287,101170305
ENSORLG00000005288,101168884
ENSORLG00000005289,101165094
ENSORLG00000005291,101162299
ENSORLG00000005292,101158484
ENSORLG00000005294,101171847
ENSORLG00000005295,101174424
ENSORLG00000005296,101162782
ENSORLG00000005297,101155030
ENSORLG00000005298,101170548
ENSORLG00000005301,101162282
ENSORLG00000005303,101166013
ENSORLG00000005304,101172489
ENSORLG00000005305,101169663
ENSORLG00000005306,101162144
ENSORLG00000005307,101163796
ENSORLG00000005308,101168310
ENSORLG00000005309,101166260
ENSORLG00000005312,101155333
ENSORLG00000005313,101165583
ENSORLG00000005314,101171767
ENSORLG00000005315,101165586
ENSORLG00000005316,100125490
ENSORLG00000005317,101172500
ENSORLG00000005318,101161482
ENSORLG00000005320,101162383
ENSORLG00000005321,105356388
ENSORLG00000005322,101166507
ENSORLG00000005324,101169130
ENSORLG00000005325,101163029
ENSORLG00000005326,101169910
ENSORLG00000005327,101162934
ENSORLG00000005329,101159267
ENSORLG00000005330,101161725
ENSORLG00000005333,101164038
ENSORLG00000005334,101171515
ENSORLG00000005336,101169380
ENSORLG00000005340,100301599
ENSORLG00000005341,101166754
ENSORLG00000005341,101170474
ENSORLG00000005343,101162691
ENSORLG00000005344,101168694
ENSORLG00000005345,101165170
ENSORLG00000005346,101174913
ENSORLG00000005347,101163273
ENSORLG00000005349,100049250
ENSORLG00000005353,101162751
ENSORLG00000005354,101168971
ENSORLG00000005355,101165664
ENSORLG00000005356,101173570
ENSORLG00000005357,101171316
ENSORLG00000005358,105353898
ENSORLG00000005359,101163519
ENSORLG00000005360,101166999
ENSORLG00000005362,101170099
ENSORLG00000005363,101164775
ENSORLG00000005364,101172256
ENSORLG00000005365,101159508
ENSORLG00000005366,101169221
ENSORLG00000005367,101170465
ENSORLG00000005368,101172984
ENSORLG00000005369,101162207
ENSORLG00000005370,101166080
ENSORLG00000005371,101167249
ENSORLG00000005372,101164656
ENSORLG00000005373,101170536
ENSORLG00000005374,101158706
ENSORLG00000005376,101172974
ENSORLG00000005377,101154935
ENSORLG00000005378,101171065
ENSORLG00000005379,101155436
ENSORLG00000005382,101166824
ENSORLG00000005383,101170710
ENSORLG00000005385,101163687
ENSORLG00000005387,101169470
ENSORLG00000005388,101170965
ENSORLG00000005391,101163419
ENSORLG00000005392,101169801
ENSORLG00000005393,101167070
ENSORLG00000005394,101170958
ENSORLG00000005395,101164287
ENSORLG00000005396,101170347
ENSORLG00000005397,101154790
ENSORLG00000005398,101159748
ENSORLG00000005400,101155179
ENSORLG00000005401,101170401
ENSORLG00000005402,101167496
ENSORLG00000005403,101169554
ENSORLG00000005405,101162520
ENSORLG00000005406,101167318
ENSORLG00000005407,101170648
ENSORLG00000005411,101171441
ENSORLG00000005412,101169307
ENSORLG00000005414,101164783
ENSORLG00000005415,101158730
ENSORLG00000005416,101167569
ENSORLG00000005417,101169628
ENSORLG00000005419,101165037
ENSORLG00000005420,101165031
ENSORLG00000005421,101155414
ENSORLG00000005422,101161887
ENSORLG00000005423,101166077
ENSORLG00000005424,101170827
ENSORLG00000005425,101169058
ENSORLG00000005426,101155833
ENSORLG00000005427,101169875
ENSORLG00000005428,101166329
ENSORLG00000005429,101170334
ENSORLG00000005430,101158953
ENSORLG00000005431,101162752
ENSORLG00000005432,101163765
ENSORLG00000005433,101170081
ENSORLG00000005434,101169716
ENSORLG00000005435,101162126
ENSORLG00000005437,101166576
ENSORLG00000005438,101162366
ENSORLG00000005439,101159995
ENSORLG00000005440,101164001
ENSORLG00000005441,101158979
ENSORLG00000005443,100304468
ENSORLG00000005444,101169959
ENSORLG00000005446,101173229
ENSORLG00000005447,101155581
ENSORLG00000005448,101173462
ENSORLG00000005449,101168937
ENSORLG00000005450,101161005
ENSORLG00000005452,101171206
ENSORLG00000005453,100049441
ENSORLG00000005454,101159926
ENSORLG00000005455,101163893
ENSORLG00000005456,101163908
ENSORLG00000005457,101163927
ENSORLG00000005457,101167820
ENSORLG00000005458,101160241
ENSORLG00000005459,101172643
ENSORLG00000005460,101166822
ENSORLG00000005461,101163243
ENSORLG00000005462,101171137
ENSORLG00000005463,101162600
ENSORLG00000005464,101172508
ENSORLG00000005465,101170593
ENSORLG00000005466,101172395
ENSORLG00000005467,101159227
ENSORLG00000005468,101160175
ENSORLG00000005469,101164677
ENSORLG00000005470,101168565
ENSORLG00000005471,100049529
ENSORLG00000005472,101155672
ENSORLG00000005474,101160422
ENSORLG00000005475,101162444
ENSORLG00000005476,101167748
ENSORLG00000005481,101156069
ENSORLG00000005484,101166158
ENSORLG00000005485,101159471
ENSORLG00000005486,101168314
ENSORLG00000005487,101164924
ENSORLG00000005488,101162617
ENSORLG00000005489,101170114
ENSORLG00000005493,101155284
ENSORLG00000005495,101159706
ENSORLG00000005496,101171284
ENSORLG00000005499,101173710
ENSORLG00000005500,101173327
ENSORLG00000005501,101166410
ENSORLG00000005502,101164145
ENSORLG00000005505,101164161
ENSORLG00000005506,101170847
ENSORLG00000005510,101155527
ENSORLG00000005511,101172196
ENSORLG00000005512,101173945
ENSORLG00000005514,101155780
ENSORLG00000005515,101162678
ENSORLG00000005517,101171530
ENSORLG00000005518,101160669
ENSORLG00000005519,101155851
ENSORLG00000005520,101171730
ENSORLG00000005521,101161507
ENSORLG00000005522,101162855
ENSORLG00000005524,101172837
ENSORLG00000005525,101175399
ENSORLG00000005527,101169434
ENSORLG00000005528,101171474
ENSORLG00000005530,101163097
ENSORLG00000005532,101165282
ENSORLG00000005533,105358719
ENSORLG00000005535,100049255
ENSORLG00000005536,101164393
ENSORLG00000005537,101174195
ENSORLG00000005538,101170362
ENSORLG00000005539,101164409
ENSORLG00000005540,101156023
ENSORLG00000005542,101164638
ENSORLG00000005543,101156088
ENSORLG00000005544,101173876
ENSORLG00000005545,101166654
ENSORLG00000005548,100125815
ENSORLG00000005549,101156261
ENSORLG00000005551,101170609
ENSORLG00000005552,101172687
ENSORLG00000005554,101166899
ENSORLG00000005556,101172600
ENSORLG00000005557,101173019
ENSORLG00000005558,100422795
ENSORLG00000005561,101162838
ENSORLG00000005562,101170861
ENSORLG00000005563,101167317
ENSORLG00000005564,101164181
ENSORLG00000005565,101171086
ENSORLG00000005566,101163733
ENSORLG00000005567,101163343
ENSORLG00000005568,101163080
ENSORLG00000005569,101167144
ENSORLG00000005570,101162923
ENSORLG00000005571,101172933
ENSORLG00000005572,101165076
ENSORLG00000005573,101168066
ENSORLG00000005575,101170170
ENSORLG00000005576,101171387
ENSORLG00000005577,101171098
ENSORLG00000005579,101165178
ENSORLG00000005580,101169843
ENSORLG00000005581,101173174
ENSORLG00000005582,101160982
ENSORLG00000005583,101164654
ENSORLG00000005584,101167816
ENSORLG00000005586,100049353
ENSORLG00000005587,101171351
ENSORLG00000005588,101155915
ENSORLG00000005589,101156749
ENSORLG00000005590,111947653
ENSORLG00000005591,101168080
ENSORLG00000005592,101165424
ENSORLG00000005593,101175649
ENSORLG00000005594,101165324
ENSORLG00000005595,101167567
ENSORLG00000005597,101173263
ENSORLG00000005598,101171449
ENSORLG00000005599,101156396
ENSORLG00000005601,101161244
ENSORLG00000005603,101170745
ENSORLG00000005604,100049460
ENSORLG00000005608,101173509
ENSORLG00000005609,101165533
ENSORLG00000005610,101167818
ENSORLG00000005612,101168069
ENSORLG00000005615,101170417
ENSORLG00000005617,101174433
ENSORLG00000005618,101163969
ENSORLG00000005619,101167893
ENSORLG00000005620,101165839
ENSORLG00000005623,101165386
ENSORLG00000005624,101174117
ENSORLG00000005625,101163325
ENSORLG00000005626,101167998
ENSORLG00000005627,101172353
ENSORLG00000005628,101164428
ENSORLG00000005629,101157060
ENSORLG00000005630,101165288
ENSORLG00000005631,101165631
ENSORLG00000005632,101173860
ENSORLG00000005633,101170500
ENSORLG00000005634,101161487
ENSORLG00000005635,101168144
ENSORLG00000005636,101172283
ENSORLG00000005637,101168579
ENSORLG00000005641,101170663
ENSORLG00000005642,101166190
ENSORLG00000005643,101163591
ENSORLG00000005644,101168470
ENSORLG00000005645,101173747
ENSORLG00000005647,101168568
ENSORLG00000005650,101155193
ENSORLG00000005651,101170915
ENSORLG00000005652,101168821
ENSORLG00000005653,101163655
ENSORLG00000005654,101156310
ENSORLG00000005656,101165878
ENSORLG00000005661,101166933
ENSORLG00000005662,101173414
ENSORLG00000005663,101168392
ENSORLG00000005664,105356662
ENSORLG00000005665,101168570
ENSORLG00000005666,101165538
ENSORLG00000005667,101172099
ENSORLG00000005668,101163896
ENSORLG00000005669,101168718
ENSORLG00000005671,101168811
ENSORLG00000005672,101165789
ENSORLG00000005673,101171854
ENSORLG00000005674,101174607
ENSORLG00000005675,101165571
ENSORLG00000005676,101171888
ENSORLG00000005677,101174099
ENSORLG00000005678,101173324
ENSORLG00000005681,101168962
ENSORLG00000005682,101171429
ENSORLG00000005685,101172634
ENSORLG00000005686,101171185
ENSORLG00000005687,101172150
ENSORLG00000005689,101169593
ENSORLG00000005690,101169061
ENSORLG00000005691,101165821
ENSORLG00000005694,101168252
ENSORLG00000005696,101164672
ENSORLG00000005697,101167563
ENSORLG00000005698,101169347
ENSORLG00000005700,111948491
ENSORLG00000005701,101173121
ENSORLG00000005702,101174230
ENSORLG00000005705,101157228
ENSORLG00000005706,101174520
ENSORLG00000005707,101168813
ENSORLG00000005708,101156640
ENSORLG00000005709,101173428
ENSORLG00000005710,101163109
ENSORLG00000005712,111948921
ENSORLG00000005714,101154948
ENSORLG00000005715,101174763
ENSORLG00000005718,110014158
ENSORLG00000005720,101169071
ENSORLG00000005720,101169321
ENSORLG00000005722,101166373
ENSORLG00000005723,101164148
ENSORLG00000005724,101164076
ENSORLG00000005725,101169310
ENSORLG00000005726,100301604
ENSORLG00000005727,101170780
ENSORLG00000005728,101155429
ENSORLG00000005729,101169099
ENSORLG00000005730,101169950
ENSORLG00000005732,101166286
ENSORLG00000005733,101155685
ENSORLG00000005734,101175013
ENSORLG00000005735,101160919
ENSORLG00000005738,101169568
ENSORLG00000005739,101169556
ENSORLG00000005740,101172533
ENSORLG00000005741,101170224
ENSORLG00000005742,101157299
ENSORLG00000005743,101164327
ENSORLG00000005744,101165757
ENSORLG00000005745,101163356
ENSORLG00000005747,101174828
ENSORLG00000005749,101165154
ENSORLG00000005750,101173607
ENSORLG00000005752,101164396
ENSORLG00000005753,101157542
ENSORLG00000005754,101168853
ENSORLG00000005755,100820730
ENSORLG00000005756,101172770
ENSORLG00000005757,101155927
ENSORLG00000005758,101166785
ENSORLG00000005759,101156881
ENSORLG00000005760,101156577
ENSORLG00000005761,101174847
ENSORLG00000005762,101169805
ENSORLG00000005763,101163573
ENSORLG00000005764,101157525
ENSORLG00000005765,101170045
ENSORLG00000005766,101164575
ENSORLG00000005768,101161166
ENSORLG00000005769,101156167
ENSORLG00000005773,101164224
ENSORLG00000005774,101168609
ENSORLG00000005775,101170469
ENSORLG00000005777,101167029
ENSORLG00000005778,101164825
ENSORLG00000005779,101166247
ENSORLG00000005780,101174467
ENSORLG00000005781,101166565
ENSORLG00000005782,101165898
ENSORLG00000005783,101175434
ENSORLG00000005786,101169469
ENSORLG00000005788,101155729
ENSORLG00000005789,101170192
ENSORLG00000005790,101170860
ENSORLG00000005791,101175075
ENSORLG00000005792,101168355
ENSORLG00000005793,101166536
ENSORLG00000005794,101167594
ENSORLG00000005795,101156820
ENSORLG00000005796,101171666
ENSORLG00000005797,101157764
ENSORLG00000005799,101155972
ENSORLG00000005800,101164094
ENSORLG00000005801,100049430
ENSORLG00000005802,101157709
ENSORLG00000005803,101174956
ENSORLG00000005804,101170010
ENSORLG00000005805,101175255
ENSORLG00000005806,101165328
ENSORLG00000005809,101156652
ENSORLG00000005810,100125807
ENSORLG00000005813,101174563
ENSORLG00000005814,101167529
ENSORLG00000005815,101169561
ENSORLG00000005817,101165649
ENSORLG00000005819,101173660
ENSORLG00000005820,105354355
ENSORLG00000005821,101167064
ENSORLG00000005823,101154979
ENSORLG00000005824,100049220
ENSORLG00000005825,101169772
ENSORLG00000005826,101156208
ENSORLG00000005827,101171202
ENSORLG00000005829,101162214
ENSORLG00000005830,101165402
ENSORLG00000005832,101156802
ENSORLG00000005833,101161415
ENSORLG00000005834,101174805
ENSORLG00000005835,101154813
ENSORLG00000005836,101165575
ENSORLG00000005838,101170535
ENSORLG00000005839,101173016
ENSORLG00000005840,101169524
ENSORLG00000005842,101175497
ENSORLG00000005843,101167054
ENSORLG00000005844,101164640
ENSORLG00000005845,101166738
ENSORLG00000005847,101167848
ENSORLG00000005848,101167781
ENSORLG00000005853,101157056
ENSORLG00000005854,101171445
ENSORLG00000005856,101170438
ENSORLG00000005858,101158009
ENSORLG00000005859,101164718
ENSORLG00000005862,101167303
ENSORLG00000005864,101155225
ENSORLG00000005866,101170050
ENSORLG00000005868,101164886
ENSORLG00000005869,101154796
ENSORLG00000005870,101169136
ENSORLG00000005871,101170291
ENSORLG00000005872,101169025
ENSORLG00000005873,101157781
ENSORLG00000005874,101166067
ENSORLG00000005878,101155464
ENSORLG00000005879,101158264
ENSORLG00000005880,101164972
ENSORLG00000005881,101171350
ENSORLG00000005883,101158210
ENSORLG00000005884,101166779
ENSORLG00000005885,101170296
ENSORLG00000005886,101158203
ENSORLG00000005887,101174298
ENSORLG00000005890,101165140
ENSORLG00000005891,101169800
ENSORLG00000005892,101168608
ENSORLG00000005895,101165825
ENSORLG00000005897,101173260
ENSORLG00000005898,101169269
ENSORLG00000005901,101167552
ENSORLG00000005902,101165389
ENSORLG00000005905,101158450
ENSORLG00000005906,101169517
ENSORLG00000005907,101173506
ENSORLG00000005910,101158684
ENSORLG00000005911,101158703
ENSORLG00000005912,101175317
ENSORLG00000005913,101169715
ENSORLG00000005914,101169726
ENSORLG00000005915,101173744
ENSORLG00000005916,101169766
ENSORLG00000005917,101165334
ENSORLG00000005919,101170540
ENSORLG00000005920,101168033
ENSORLG00000005924,101165633
ENSORLG00000005925,101171850
ENSORLG00000005926,101170685
ENSORLG00000005927,101157367
ENSORLG00000005928,101172399
ENSORLG00000005930,101165343
ENSORLG00000005932,101155327
ENSORLG00000005933,110016209
ENSORLG00000005934,101170118
ENSORLG00000005936,101168106
ENSORLG00000005937,101167805
ENSORLG00000005938,101171864
ENSORLG00000005939,101155551
ENSORLG00000005940,101165881
ENSORLG00000005942,101162095
ENSORLG00000005943,101170301
ENSORLG00000005944,101165227
ENSORLG00000005945,101167690
ENSORLG00000005946,101158955
ENSORLG00000005948,101165088
ENSORLG00000005949,101167231
ENSORLG00000005950,101156692
ENSORLG00000005951,101155573
ENSORLG00000005954,101172918
ENSORLG00000005955,101170365
ENSORLG00000005956,101157277
ENSORLG00000005957,101168054
ENSORLG00000005958,101166806
ENSORLG00000005959,101170933
ENSORLG00000005960,101168554
ENSORLG00000005961,101157858
ENSORLG00000005962,101175562
ENSORLG00000005963,101159203
ENSORLG00000005966,101165472
ENSORLG00000005967,101155826
ENSORLG00000005968,101167435
ENSORLG00000005969,100125424
ENSORLG00000005971,101171418
ENSORLG00000005973,101159859
ENSORLG00000005975,101170200
ENSORLG00000005977,101158932
ENSORLG00000005978,101156062
ENSORLG00000005979,101154862
ENSORLG00000005980,101162450
ENSORLG00000005981,101170446
ENSORLG00000005982,101168303
ENSORLG00000005983,101170544
ENSORLG00000005984,101155887
ENSORLG00000005985,101156303
ENSORLG00000005987,101164309
ENSORLG00000005988,101167050
ENSORLG00000005989,101156516
ENSORLG00000005990,101171673
ENSORLG00000005993,101166812
ENSORLG00000005994,101155806
ENSORLG00000005995,100125513
ENSORLG00000005996,101162684
ENSORLG00000005997,101170789
ENSORLG00000005998,101172645
ENSORLG00000005999,101172912
ENSORLG00000006000,101156124
ENSORLG00000006001,101170613
ENSORLG00000006003,101157518
ENSORLG00000006004,101167301
ENSORLG00000006007,101157294
ENSORLG00000006009,101170785
ENSORLG00000006010,101158106
ENSORLG00000006011,101172889
ENSORLG00000006012,101167022
ENSORLG00000006013,101161650
ENSORLG00000006014,101172609
ENSORLG00000006015,101167274
ENSORLG00000006016,101167478
ENSORLG00000006017,101160355
ENSORLG00000006018,101170693
ENSORLG00000006019,100049442
ENSORLG00000006020,101173160
ENSORLG00000006021,101168281
ENSORLG00000006022,100302444
ENSORLG00000006023,101156362
ENSORLG00000006025,101171026
ENSORLG00000006028,101163260
ENSORLG00000006029,101157034
ENSORLG00000006030,101167549
ENSORLG00000006031,101158355
ENSORLG00000006033,101167730
ENSORLG00000006034,101171274
ENSORLG00000006035,101161900
ENSORLG00000006036,101166217
ENSORLG00000006037,101160594
ENSORLG00000006038,101164558
ENSORLG00000006039,101172362
ENSORLG00000006040,101163173
ENSORLG00000006041,101167982
ENSORLG00000006042,101169133
ENSORLG00000006043,101163670
ENSORLG00000006044,101158606
ENSORLG00000006045,101156198
ENSORLG00000006046,101160847
ENSORLG00000006047,101172171
ENSORLG00000006049,101170866
ENSORLG00000006051,101158853
ENSORLG00000006052,101161092
ENSORLG00000006053,101170004
ENSORLG00000006055,101159100
ENSORLG00000006056,101157273
ENSORLG00000006059,101175201
ENSORLG00000006060,101156853
ENSORLG00000006062,101171277
ENSORLG00000006065,101158003
ENSORLG00000006066,101167807
ENSORLG00000006067,101168534
ENSORLG00000006068,100049513
ENSORLG00000006070,101163911
ENSORLG00000006071,101167858
ENSORLG00000006072,101171522
ENSORLG00000006073,101155106
ENSORLG00000006074,101157236
ENSORLG00000006075,101162138
ENSORLG00000006076,101157537
ENSORLG00000006079,101168641
ENSORLG00000006080,101156436
ENSORLG00000006082,101170943
ENSORLG00000006084,100049227
ENSORLG00000006085,101157595
ENSORLG00000006087,101167802
ENSORLG00000006088,101159350
ENSORLG00000006090,101167188
ENSORLG00000006091,101161836
ENSORLG00000006092,101172847
ENSORLG00000006093,101173640
ENSORLG00000006094,101167115
ENSORLG00000006095,101164582
ENSORLG00000006096,101166468
ENSORLG00000006097,101158169
ENSORLG00000006098,101162377
ENSORLG00000006099,101173135
ENSORLG00000006100,101168390
ENSORLG00000006101,101167605
ENSORLG00000006104,101168057
ENSORLG00000006105,101157092
ENSORLG00000006106,101158419
ENSORLG00000006107,101166946
ENSORLG00000006108,101164083
ENSORLG00000006109,100049411
ENSORLG00000006110,101171519
ENSORLG00000006111,101175439
ENSORLG00000006112,101162076
ENSORLG00000006113,101157404
ENSORLG00000006114,101157474
ENSORLG00000006115,101173875
ENSORLG00000006118,101158668
ENSORLG00000006119,101166700
ENSORLG00000006120,101168300
ENSORLG00000006122,101157328
ENSORLG00000006123,101162851
ENSORLG00000006124,101156776
ENSORLG00000006125,101167200
ENSORLG00000006126,101165058
ENSORLG00000006127,101167615
ENSORLG00000006132,100125492
ENSORLG00000006133,101158259
ENSORLG00000006134,101174115
ENSORLG00000006137,101167866
ENSORLG00000006138,101168794
ENSORLG00000006139,101173093
ENSORLG00000006141,101164166
ENSORLG00000006143,101157571
ENSORLG00000006145,101159167
ENSORLG00000006146,101168024
ENSORLG00000006147,101174359
ENSORLG00000006150,101157256
ENSORLG00000006151,101156680
ENSORLG00000006152,101163093
ENSORLG00000006153,101159678
ENSORLG00000006154,101165306
ENSORLG00000006155,101168305
ENSORLG00000006156,101155346
ENSORLG00000006157,101166288
ENSORLG00000006158,101167699
ENSORLG00000006159,101158509
ENSORLG00000006161,105354918
ENSORLG00000006164,101169635
ENSORLG00000006166,101157813
ENSORLG00000006169,101163339
ENSORLG00000006170,101168142
ENSORLG00000006171,101174605
ENSORLG00000006173,100301581
ENSORLG00000006174,101170048
ENSORLG00000006175,101172269
ENSORLG00000006176,101169030
ENSORLG00000006177,101169045
ENSORLG00000006178,101173580
ENSORLG00000006180,101165588
ENSORLG00000006181,101165554
ENSORLG00000006182,101158751
ENSORLG00000006183,101168115
ENSORLG00000006183,111946311
ENSORLG00000006184,101158234
ENSORLG00000006185,101170299
ENSORLG00000006186,101169464
ENSORLG00000006187,100049479
ENSORLG00000006188,101154984
ENSORLG00000006189,101167891
ENSORLG00000006190,101161536
ENSORLG00000006191,101165804
ENSORLG00000006192,101171103
ENSORLG00000006193,101164413
ENSORLG00000006194,101158999
ENSORLG00000006195,101160588
ENSORLG00000006195,101163030
ENSORLG00000006195,110016942
ENSORLG00000006197,101159584
ENSORLG00000006198,101163587
ENSORLG00000006203,101157493
ENSORLG00000006204,101155845
ENSORLG00000006205,101172519
ENSORLG00000006206,101169441
